رقم_الطلب,تاريخ_التقديم,تاريخ_الإغلاق,الحي,نوع_الخدمة,التصنيف,قناة_التقديم,الحالة,مدة_المعالجة_أيام,تقييم_الرضا,موسم_ذروة
MKC-2025205,2024-03-09,2024-03-24,الششة,شكوى إنارة شوارع,شكوى,تطبيق بلدي,مغلق - تم الحل,15.0,4.0,نعم
MKC-2023558,2024-03-09,2024-03-14,الششة,شكوى نظافة عامة,شكوى,تطبيق بلدي,مغلق - تم الحل,5.0,5.0,نعم
MKC-2025432,2024-03-09,2024-03-11,النوارية,شكوى صرف صحي,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,2.0,4.0,نعم
MKC-2023577,2024-03-09,2024-04-06,العزيزية,شكوى مخالفة بناء,شكوى,تطبيق بلدي,محول لجهة أخرى,28.0,,نعم
MKC-2025449,2024-03-09,2024-04-04,الشرائع,طلب صيانة حديقة/ملعب,طلب صيانة,تطبيق بلدي,مرفوض,26.0,,نعم
MKC-2027783,2024-03-09,2024-03-16,الشرائع,شكوى باعة متجولين,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,7.0,3.0,نعم
MKC-2026931,2024-03-09,2024-03-16,العتيبية,شكوى مركبات مهملة,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,7.0,5.0,نعم
MKC-2025845,2024-03-09,2024-03-14,الحجون,شكوى نظافة عامة,شكوى,حساب X (تويتر),محول لجهة أخرى,5.0,,نعم
MKC-2025436,2024-03-09,2024-03-18,الرصيفة,تجديد رخصة تجارية,طلب ترخيص,المركز الموحد 940,مقبول ومنفذ,9.0,2.0,نعم
MKC-2026362,2024-03-09,2024-04-14,النسيم,شكوى مخالفة بناء,شكوى,حساب X (تويتر),مقبول ومنفذ,36.0,3.0,نعم
MKC-2025535,2024-03-09,2024-03-17,الحجون,شكوى إشغال طريق,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,8.0,4.0,نعم
MKC-2026634,2024-03-10,2024-03-27,العتيبية,شكوى صرف صحي,شكوى,تطبيق بلدي,قيد المعالجة,17.0,,نعم
MKC-2023392,2024-03-10,2024-03-23,الرصيفة,شكوى صرف صحي,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,13.0,4.0,نعم
MKC-2027717,2024-03-10,2024-04-21,أجياد,شكوى مخالفة بناء,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,42.0,3.0,نعم
MKC-2023348,2024-03-10,2024-03-25,الشوقية,شكوى صرف صحي,شكوى,حساب X (تويتر),مقبول ومنفذ,15.0,4.0,نعم
MKC-2023772,2024-03-10,2024-03-13,أجياد,تجديد رخصة تجارية,طلب ترخيص,حساب X (تويتر),مقبول ومنفذ,3.0,4.0,نعم
MKC-2026490,2024-03-10,2024-04-12,الزاهر,طلب صيانة حديقة/ملعب,طلب صيانة,تطبيق بلدي,مغلق - تم الحل,33.0,3.0,نعم
MKC-2026213,2024-03-10,2024-03-14,العزيزية,شكوى نظافة عامة,شكوى,مكتب فرعي بالحي,مرفوض,4.0,,نعم
MKC-2028891,2024-03-10,2024-04-23,الرصيفة,ترخيص بناء,طلب ترخيص,المركز الموحد 940,محول لجهة أخرى,44.0,,نعم
MKC-2023482,2024-03-10,,الرصيفة,ترخيص بناء,طلب ترخيص,تطبيق بلدي,قيد المعالجة,,,نعم
MKC-2026347,2024-03-10,2024-03-24,المسفلة,تجديد رخصة تجارية,طلب ترخيص,مكتب خدمة العملاء,محول لجهة أخرى,14.0,,نعم
MKC-2024279,2024-03-10,2024-05-21,العزيزية,ترخيص بناء,طلب ترخيص,المركز الموحد 940,مقبول ومنفذ,72.0,3.0,نعم
MKC-2023697,2024-03-10,2024-03-19,المسفلة,شكوى إشغال طريق,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,9.0,5.0,نعم
MKC-2027293,2024-03-10,2024-03-24,الرصيفة,شكوى إشغال طريق,شكوى,تطبيق بلدي,مغلق - تم الحل,14.0,5.0,نعم
MKC-2027510,2024-03-10,,الكعكية,شكوى نظافة عامة,شكوى,المركز الموحد 940,قيد المعالجة,,,نعم
MKC-2027297,2024-03-10,2024-03-20,النسيم,شكوى مركبات مهملة,شكوى,المركز الموحد 940,مقبول ومنفذ,10.0,4.0,نعم
MKC-2027116,2024-03-10,2024-03-19,العزيزية,شكوى إشغال طريق,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,9.0,5.0,نعم
MKC-2025925,2024-03-10,2024-03-13,النسيم,شكوى نظافة عامة,شكوى,مكتب فرعي بالحي,محول لجهة أخرى,3.0,,نعم
MKC-2025927,2024-03-10,2024-03-31,الهجرة,ترخيص بناء,طلب ترخيص,المركز الموحد 940,محول لجهة أخرى,21.0,,نعم
MKC-2028157,2024-03-10,2024-04-20,الزاهر,طلب صيانة حديقة/ملعب,طلب صيانة,حساب X (تويتر),مقبول ومنفذ,41.0,2.0,نعم
MKC-2028652,2024-03-10,2024-03-14,الزاهر,شكوى باعة متجولين,شكوى,تطبيق بلدي,محول لجهة أخرى,4.0,,نعم
MKC-2027367,2024-03-10,2024-03-15,النوارية,شكوى إنارة شوارع,شكوى,مكتب فرعي بالحي,مرفوض,5.0,,نعم
MKC-2027374,2024-03-10,2024-03-19,أجياد,شكوى نظافة عامة,شكوى,حساب X (تويتر),مغلق - تم الحل,9.0,5.0,نعم
MKC-2023658,2024-03-10,2024-03-13,الشوقية,شكوى نظافة عامة,شكوى,مكتب فرعي بالحي,مقبول ومنفذ,3.0,5.0,نعم
MKC-2026006,2024-03-10,2024-03-27,الرصيفة,ترخيص لافتات إعلانية,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,17.0,3.0,نعم
MKC-2028028,2024-03-11,2024-03-20,الرصيفة,شكوى نظافة عامة,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,9.0,4.0,نعم
MKC-2025463,2024-03-11,2024-03-15,النسيم,شكوى نظافة عامة,شكوى,المركز الموحد 940,قيد المعالجة,4.0,,نعم
MKC-2028509,2024-03-11,2024-04-09,النسيم,شكوى مخالفة بناء,شكوى,مكتب فرعي بالحي,مقبول ومنفذ,29.0,3.0,نعم
MKC-2025468,2024-03-11,2024-03-23,العزيزية,تجديد رخصة تجارية,طلب ترخيص,المركز الموحد 940,مقبول ومنفذ,12.0,3.0,نعم
MKC-2025029,2024-03-11,2024-03-18,الششة,شكوى نظافة عامة,شكوى,مكتب فرعي بالحي,مغلق - تم الحل,7.0,5.0,نعم
MKC-2025963,2024-03-11,2024-04-15,أجياد,ترخيص تجاري,طلب ترخيص,المركز الموحد 940,مرفوض,35.0,,نعم
MKC-2023134,2024-03-11,2024-03-19,الرصيفة,شكوى إشغال طريق,شكوى,المركز الموحد 940,مرفوض,8.0,,نعم
MKC-2026537,2024-03-11,2024-03-16,الرصيفة,شكوى إشغال طريق,شكوى,مكتب فرعي بالحي,مغلق - تم الحل,5.0,3.0,نعم
MKC-2025467,2024-03-11,,النسيم,شكوى نظافة عامة,شكوى,تطبيق بلدي,قيد المعالجة,,,نعم
MKC-2026955,2024-03-11,2024-03-17,بطحاء قريش,تجديد رخصة تجارية,طلب ترخيص,مكتب خدمة العملاء,مقبول ومنفذ,6.0,4.0,نعم
MKC-2027096,2024-03-11,2024-03-21,المسفلة,شكوى نظافة عامة,شكوى,تطبيق بلدي,مغلق - تم الحل,10.0,4.0,نعم
MKC-2025390,2024-03-11,2024-03-19,جرول,شكوى إشغال طريق,شكوى,تطبيق بلدي,مقبول ومنفذ,8.0,4.0,نعم
MKC-2027830,2024-03-11,2024-03-26,النسيم,شكوى مركبات مهملة,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,15.0,4.0,نعم
MKC-2023273,2024-03-11,2024-04-12,أجياد,ترخيص بناء,طلب ترخيص,مكتب فرعي بالحي,محول لجهة أخرى,32.0,,نعم
MKC-2024482,2024-03-11,2024-04-29,العزيزية,ترخيص تجاري,طلب ترخيص,المركز الموحد 940,مقبول ومنفذ,49.0,2.0,نعم
MKC-2027424,2024-03-11,2024-04-18,أجياد,ترخيص بناء,طلب ترخيص,مكتب خدمة العملاء,مقبول ومنفذ,38.0,3.0,نعم
MKC-2023821,2024-03-12,2024-03-25,أجياد,شكوى إنارة شوارع,شكوى,تطبيق بلدي,محول لجهة أخرى,13.0,,نعم
MKC-2025394,2024-03-12,2024-03-18,الحجون,شكوى باعة متجولين,شكوى,حساب X (تويتر),محول لجهة أخرى,6.0,,نعم
MKC-2026439,2024-03-12,2024-04-07,المسفلة,ترخيص لافتات إعلانية,طلب ترخيص,مكتب خدمة العملاء,مرفوض,26.0,,نعم
MKC-2023343,2024-03-12,2024-03-24,بطحاء قريش,تجديد رخصة تجارية,طلب ترخيص,تطبيق بلدي,محول لجهة أخرى,12.0,,نعم
MKC-2026363,2024-03-12,,الهجرة,تجديد رخصة تجارية,طلب ترخيص,مكتب خدمة العملاء,قيد المعالجة,,,نعم
MKC-2025930,2024-03-12,2024-03-18,العزيزية,شكوى إشغال طريق,شكوى,حساب X (تويتر),مغلق - تم الحل,6.0,4.0,نعم
MKC-2027807,2024-03-12,2024-03-22,الشرائع,شكوى إشغال طريق,شكوى,المركز الموحد 940,مغلق - تم الحل,10.0,3.0,نعم
MKC-2028941,2024-03-12,2024-03-16,العتيبية,شكوى نظافة عامة,شكوى,تطبيق بلدي,مغلق - تم الحل,4.0,5.0,نعم
MKC-2027946,2024-03-12,2024-04-01,الحجون,شكوى صرف صحي,شكوى,المركز الموحد 940,مقبول ومنفذ,20.0,3.0,نعم
MKC-2023803,2024-03-12,2024-03-20,بطحاء قريش,شكوى نظافة عامة,شكوى,تطبيق بلدي,محول لجهة أخرى,8.0,,نعم
MKC-2027405,2024-03-12,2024-04-20,الشرائع,طلب صيانة حديقة/ملعب,طلب صيانة,المركز الموحد 940,مرفوض,39.0,,نعم
MKC-2027994,2024-03-12,2024-03-27,النسيم,شكوى صرف صحي,شكوى,حساب X (تويتر),مقبول ومنفذ,15.0,3.0,نعم
MKC-2023826,2024-03-12,2024-03-19,الرصيفة,شكوى نظافة عامة,شكوى,تطبيق بلدي,محول لجهة أخرى,7.0,,نعم
MKC-2023233,2024-03-12,2024-03-25,العزيزية,ترخيص تجاري,طلب ترخيص,تطبيق بلدي,مغلق - تم الحل,13.0,3.0,نعم
MKC-2027942,2024-03-12,2024-04-21,العزيزية,شكوى مخالفة بناء,شكوى,حساب X (تويتر),مغلق - تم الحل,40.0,4.0,نعم
MKC-2025400,2024-03-12,2024-04-21,جرول,ترخيص بناء,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,40.0,3.0,نعم
MKC-2028356,2024-03-12,2024-03-22,بطحاء قريش,شكوى إنارة شوارع,شكوى,حساب X (تويتر),مغلق - تم الحل,10.0,3.0,نعم
MKC-2025803,2024-03-12,2024-04-05,الزاهر,ترخيص تجاري,طلب ترخيص,المركز الموحد 940,محول لجهة أخرى,24.0,,نعم
MKC-2026001,2024-03-12,2024-03-31,الششة,ترخيص تجاري,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,19.0,3.0,نعم
MKC-2028915,2024-03-12,2024-03-20,النوارية,شكوى نظافة عامة,شكوى,مكتب خدمة العملاء,محول لجهة أخرى,8.0,,نعم
MKC-2024337,2024-03-12,2024-03-23,الهجرة,تجديد رخصة تجارية,طلب ترخيص,مكتب خدمة العملاء,مقبول ومنفذ,11.0,4.0,نعم
MKC-2023259,2024-03-12,2024-03-25,الششة,تجديد رخصة تجارية,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,13.0,5.0,نعم
MKC-2026271,2024-03-12,2024-03-18,بطحاء قريش,شكوى إنارة شوارع,شكوى,تطبيق بلدي,مغلق - تم الحل,6.0,4.0,نعم
MKC-2023674,2024-03-12,2024-03-17,الشرائع,شكوى باعة متجولين,شكوى,المركز الموحد 940,مغلق - تم الحل,5.0,3.0,نعم
MKC-2028542,2024-03-13,,الشوقية,طلب صيانة حديقة/ملعب,طلب صيانة,مكتب فرعي بالحي,قيد المعالجة,,,نعم
MKC-2023593,2024-03-13,2024-03-18,النوارية,شكوى صرف صحي,شكوى,المركز الموحد 940,مرفوض,5.0,,نعم
MKC-2027881,2024-03-13,2024-04-01,الزاهر,شكوى مركبات مهملة,شكوى,تطبيق بلدي,محول لجهة أخرى,19.0,,نعم
MKC-2028373,2024-03-13,2024-05-05,النسيم,ترخيص تجاري,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,53.0,2.0,نعم
MKC-2025817,2024-03-13,2024-03-30,العتيبية,ترخيص لافتات إعلانية,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,17.0,4.0,نعم
MKC-2024306,2024-03-13,2024-03-22,المسفلة,شكوى إنارة شوارع,شكوى,تطبيق بلدي,مغلق - تم الحل,9.0,4.0,نعم
MKC-2026151,2024-03-13,2024-04-21,العزيزية,ترخيص بناء,طلب ترخيص,المركز الموحد 940,مقبول ومنفذ,39.0,2.0,نعم
MKC-2026060,2024-03-13,2024-03-22,المسفلة,شكوى إشغال طريق,شكوى,تطبيق بلدي,مغلق - تم الحل,9.0,4.0,نعم
MKC-2025194,2024-03-13,2024-05-04,المسفلة,ترخيص بناء,طلب ترخيص,حساب X (تويتر),مقبول ومنفذ,52.0,2.0,نعم
MKC-2028607,2024-03-13,2024-05-04,الكعكية,ترخيص بناء,طلب ترخيص,المركز الموحد 940,مقبول ومنفذ,52.0,4.0,نعم
MKC-2025308,2024-03-13,2024-03-15,الهجرة,شكوى باعة متجولين,شكوى,تطبيق بلدي,محول لجهة أخرى,2.0,,نعم
MKC-2026632,2024-03-13,2024-03-23,الششة,شكوى إشغال طريق,شكوى,تطبيق بلدي,محول لجهة أخرى,10.0,,نعم
MKC-2026308,2024-03-14,2024-03-20,الششة,شكوى مركبات مهملة,شكوى,تطبيق بلدي,مغلق - تم الحل,6.0,4.0,نعم
MKC-2028116,2024-03-14,2024-03-20,النوارية,شكوى إنارة شوارع,شكوى,المركز الموحد 940,مقبول ومنفذ,6.0,5.0,نعم
MKC-2024823,2024-03-14,2024-04-17,الجميزة,طلب صيانة حديقة/ملعب,طلب صيانة,تطبيق بلدي,مقبول ومنفذ,34.0,4.0,نعم
MKC-2024011,2024-03-14,2024-04-01,النسيم,تجديد رخصة تجارية,طلب ترخيص,تطبيق بلدي,مرفوض,18.0,,نعم
MKC-2028860,2024-03-14,2024-03-26,أجياد,تجديد رخصة تجارية,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,12.0,3.0,نعم
MKC-2028543,2024-03-14,2024-03-23,النسيم,شكوى إشغال طريق,شكوى,المركز الموحد 940,محول لجهة أخرى,9.0,,نعم
MKC-2024918,2024-03-14,2024-03-20,الزاهر,شكوى إنارة شوارع,شكوى,المركز الموحد 940,مرفوض,6.0,,نعم
MKC-2023359,2024-03-14,2024-03-20,بطحاء قريش,شكوى باعة متجولين,شكوى,حساب X (تويتر),مرفوض,6.0,,نعم
MKC-2023789,2024-03-14,2024-03-18,العزيزية,شكوى إنارة شوارع,شكوى,تطبيق بلدي,مغلق - تم الحل,4.0,3.0,نعم
MKC-2023881,2024-03-14,2024-03-17,المسفلة,شكوى نظافة عامة,شكوى,المركز الموحد 940,محول لجهة أخرى,3.0,,نعم
MKC-2023523,2024-03-14,2024-03-22,الرصيفة,شكوى إشغال طريق,شكوى,مكتب فرعي بالحي,مقبول ومنفذ,8.0,5.0,نعم
MKC-2023196,2024-03-14,2024-03-20,بطحاء قريش,شكوى مركبات مهملة,شكوى,المركز الموحد 940,مغلق - تم الحل,6.0,5.0,نعم
MKC-2026691,2024-03-14,2024-03-19,الششة,شكوى إشغال طريق,شكوى,المركز الموحد 940,مغلق - تم الحل,5.0,4.0,نعم
MKC-2028018,2024-03-14,2024-03-24,النسيم,شكوى إشغال طريق,شكوى,تطبيق بلدي,مغلق - تم الحل,10.0,4.0,نعم
MKC-2025377,2024-03-14,2024-04-25,الجميزة,شكوى مخالفة بناء,شكوى,مكتب خدمة العملاء,محول لجهة أخرى,42.0,,نعم
MKC-2024206,2024-03-14,2024-03-23,أجياد,تجديد رخصة تجارية,طلب ترخيص,مكتب فرعي بالحي,مقبول ومنفذ,9.0,5.0,نعم
MKC-2026164,2024-03-14,2024-03-23,الجميزة,شكوى نظافة عامة,شكوى,حساب X (تويتر),محول لجهة أخرى,9.0,,نعم
MKC-2028429,2024-03-14,2024-04-10,الحجون,شكوى مركبات مهملة,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,27.0,3.0,نعم
MKC-2028256,2024-03-14,2024-03-26,أجياد,ترخيص لافتات إعلانية,طلب ترخيص,مكتب فرعي بالحي,محول لجهة أخرى,12.0,,نعم
MKC-2025038,2024-03-14,2024-04-23,العتيبية,ترخيص تجاري,طلب ترخيص,مكتب خدمة العملاء,مقبول ومنفذ,40.0,3.0,نعم
MKC-2024937,2024-03-15,2024-04-03,أجياد,شكوى صرف صحي,شكوى,تطبيق بلدي,مغلق - تم الحل,19.0,4.0,نعم
MKC-2027226,2024-03-15,2024-03-26,الشرائع,شكوى إشغال طريق,شكوى,المركز الموحد 940,مغلق - تم الحل,11.0,5.0,نعم
MKC-2027289,2024-03-15,2024-03-21,الكعكية,شكوى باعة متجولين,شكوى,تطبيق بلدي,محول لجهة أخرى,6.0,,نعم
MKC-2026324,2024-03-15,2024-05-06,الشوقية,ترخيص بناء,طلب ترخيص,تطبيق بلدي,مرفوض,52.0,,نعم
MKC-2026028,2024-03-15,2024-04-01,المسفلة,شكوى إنارة شوارع,شكوى,تطبيق بلدي,مغلق - تم الحل,17.0,4.0,نعم
MKC-2026614,2024-03-15,2024-04-17,الشوقية,طلب صيانة حديقة/ملعب,طلب صيانة,مكتب فرعي بالحي,مرفوض,33.0,,نعم
MKC-2026854,2024-03-15,2024-03-17,المسفلة,شكوى باعة متجولين,شكوى,تطبيق بلدي,مغلق - تم الحل,2.0,5.0,نعم
MKC-2026169,2024-03-15,2024-03-19,الحجون,شكوى نظافة عامة,شكوى,تطبيق بلدي,محول لجهة أخرى,4.0,,نعم
MKC-2023783,2024-03-15,2024-03-27,النسيم,شكوى إنارة شوارع,شكوى,تطبيق بلدي,مغلق - تم الحل,12.0,4.0,نعم
MKC-2028058,2024-03-15,2024-03-28,العزيزية,شكوى صرف صحي,شكوى,تطبيق بلدي,مغلق - تم الحل,13.0,5.0,نعم
MKC-2025154,2024-03-15,2024-03-30,الرصيفة,تجديد رخصة تجارية,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,15.0,4.0,نعم
MKC-2023246,2024-03-15,2024-03-19,الكعكية,تجديد رخصة تجارية,طلب ترخيص,تطبيق بلدي,مرفوض,4.0,,نعم
